NRC,Clave,Materia,Secc,Dias,Hora,Profesor,Salon
23746,FCCA 002,Algebra Superior Aplicada,O11,M,1400-1559,ARENAS - MARTINEZ GUADALUPE YOANNA,12EMA4/301
23746,FCCA 002,Algebra Superior Aplicada,O11,V,1400-1559,ARENAS - MARTINEZ GUADALUPE YOANNA,12EMA8/305
23750,FCCA 002,Algebra Superior Aplicada,O14,L,0800-0859,REYES - GARCES LUZ DEL CARMEN,12EMA4/301
23750,FCCA 002,Algebra Superior Aplicada,O14,M,0800-0959,REYES - GARCES LUZ DEL CARMEN,12EMA4/301
23750,FCCA 002,Algebra Superior Aplicada,O14,V,0800-0959,REYES - GARCES LUZ DEL CARMEN,12EMA8/305
23758,FCCA 002,Algebra Superior Aplicada,OO1,L,1500-1559,HERNANDEZ - RAMIREZ ANABEL,12EMA8/302
23758,FCCA 002,Algebra Superior Aplicada,OO1,A,1400-1559,HERNANDEZ - RAMIREZ ANABEL,12EMA8/302
23758,FCCA 002,Algebra Superior Aplicada,OO1,J,1400-1559,HERNANDEZ - RAMIREZ ANABEL,12EMA4/207
23779,FCCA 002,Algebra Superior Aplicada,O12,L,0800-0859,RIOS - GONZALEZ ELVIA,12EMA5/107
23779,FCCA 002,Algebra Superior Aplicada,O12,M,0800-0959,RIOS - GONZALEZ ELVIA,12EMA5/107
23779,FCCA 002,Algebra Superior Aplicada,O12,V,0800-0959,RIOS - GONZALEZ ELVIA,12EMA3/204
23785,FCCA 002,Algebra Superior Aplicada,OO2,L,0800-0859,ROMERO - SIERRA JAIME ALEJANDRO,12EMA8/303
23785,FCCA 002,Algebra Superior Aplicada,OO2,M,0800-0959,ROMERO - SIERRA JAIME ALEJANDRO,12EMA8/303
23785,FCCA 002,Algebra Superior Aplicada,OO2,V,0800-0959,ROMERO - SIERRA JAIME ALEJANDRO,12EMA4/208
23696,FCCA 003,Programacion Basica,OO3,L,1700-1759,RIVERA - ZURITA ABRIL LUCIA,12EMA8/303
23696,FCCA 003,Programacion Basica,OO3,A,1600-1759,RIVERA - ZURITA ABRIL LUCIA,12EMA8/303
23696,FCCA 003,Programacion Basica,OO3,J,1600-1759,RIVERA - ZURITA ABRIL LUCIA,12EMA4/208
23697,FCCA 003,Programacion Basica,OO6,L,1600-1659,RIVERA - ZURITA ABRIL LUCIA,12EMA8/305
23697,FCCA 003,Programacion Basica,OO6,M,1600-1759,RIVERA - ZURITA ABRIL LUCIA,12EMA8/305
23697,FCCA 003,Programacion Basica,OO6,V,1600-1759,RIVERA - ZURITA ABRIL LUCIA,12EMA4/301
23718,FCCA 003,Programacion Basica,OO4,L,1000-1059,MEJIA - MATIAS HILDA,12EMA8/305
23718,FCCA 003,Programacion Basica,OO4,M,1000-1159,MEJIA - MATIAS HILDA,12EMA8/305
23718,FCCA 003,Programacion Basica,OO4,V,1000-1159,MEJIA - MATIAS HILDA,12EMA4/301
23733,FCCA 003,Programacion Basica,OO5,L,1100-1159,CRUZ - ALMANZA GRACIANO,12EMA4/301
23733,FCCA 003,Programacion Basica,OO5,A,1000-1159,CRUZ - ALMANZA GRACIANO,12EMA4/301
23733,FCCA 003,Programacion Basica,OO5,J,1000-1159,CRUZ - ALMANZA GRACIANO,12EMA8/305
23760,FCCA 003,Programacion Basica,OO7,L,1700-1759,MENDOZA - OLGUIN GUSTAVO EMILIO,12EMA4/301
23760,FCCA 003,Programacion Basica,OO7,A,1600-1759,MENDOZA - OLGUIN GUSTAVO EMILIO,12EMA4/301
23760,FCCA 003,Programacion Basica,OO7,J,1600-1759,MENDOZA - OLGUIN GUSTAVO EMILIO,12EMA8/305
23774,FCCA 003,Programacion Basica,OO1,L,1600-1659,MENDOZA - OLGUIN GUSTAVO EMILIO,12EMA8/302
23774,FCCA 003,Programacion Basica,OO1,M,1600-1759,MENDOZA - OLGUIN GUSTAVO EMILIO,12EMA8/302
23774,FCCA 003,Programacion Basica,OO1,V,1600-1759,MENDOZA - OLGUIN GUSTAVO EMILIO,12EMA4/207
23778,FCCA 003,Programacion Basica,OO8,L,1100-1159,MENDEZ - SANCHEZ LUIS YAEL,12EMA5/107
23778,FCCA 003,Programacion Basica,OO8,A,1000-1159,MENDEZ - SANCHEZ LUIS YAEL,12EMA5/107
23778,FCCA 003,Programacion Basica,OO8,J,1000-1159,MENDEZ - SANCHEZ LUIS YAEL,12EMA3/204
23784,FCCA 003,Programacion Basica,OO2,L,1100-1159,MEJIA - MATIAS HILDA,12EMA8/303
23784,FCCA 003,Programacion Basica,OO2,A,1000-1159,MEJIA - MATIAS HILDA,12EMA8/303
23784,FCCA 003,Programacion Basica,OO2,J,1000-1159,MEJIA - MATIAS HILDA,12EMA4/208
22324,FCCA 006,Algebra Lineal con Aplic.,O1O,L,1000-1059,RAMIREZ - HERNANDEZ HECTOR DAVID,12EMA5/106
22324,FCCA 006,Algebra Lineal con Aplic.,O1O,M,1000-1159,RAMIREZ - HERNANDEZ HECTOR DAVID,12EMA5/106
22324,FCCA 006,Algebra Lineal con Aplic.,O1O,V,1000-1159,RAMIREZ - HERNANDEZ HECTOR DAVID,12EMA8/306
22427,FCCA 006,Algebra Lineal con Aplic.,OO9,L,1000-1059,OTERO - GONZALEZ JORGE,12EMA8/302
22427,FCCA 006,Algebra Lineal con Aplic.,OO9,M,1000-1159,OTERO - GONZALEZ JORGE,12EMA8/302
22427,FCCA 006,Algebra Lineal con Aplic.,OO9,V,1000-1159,OTERO - GONZALEZ JORGE,12EMA4/207
22951,FCCA 006,Algebra Lineal con Aplic.,OO3,L,1200-1259,OTERO - GONZALEZ JORGE,12EMA4/306
22951,FCCA 006,Algebra Lineal con Aplic.,OO3,M,1200-1359,OTERO - GONZALEZ JORGE,12EMA4/306
22951,FCCA 006,Algebra Lineal con Aplic.,OO3,V,1200-1359,OTERO - GONZALEZ JORGE,12EMA8/202
23007,FCCA 006,Algebra Lineal con Aplic.,OO4,L,1100-1159,CARBALLIDO - CARRANZA JOSE LUIS,12EMA8/203
23007,FCCA 006,Algebra Lineal con Aplic.,OO4,A,1000-1159,CARBALLIDO - CARRANZA JOSE LUIS,12EMA8/203
23007,FCCA 006,Algebra Lineal con Aplic.,OO4,J,1000-1159,CARBALLIDO - CARRANZA JOSE LUIS,12EMA3/203
23049,FCCA 006,Algebra Lineal con Aplic.,OO5,L,1700-1759,HERNANDEZ - RAMIREZ ANABEL,12EMA8/203
23049,FCCA 006,Algebra Lineal con Aplic.,OO5,A,1600-1759,HERNANDEZ - RAMIREZ ANABEL,12EMA8/203
23049,FCCA 006,Algebra Lineal con Aplic.,OO5,J,1600-1759,HERNANDEZ - RAMIREZ ANABEL,12EMA3/203
23101,FCCA 006,Algebra Lineal con Aplic.,OO6,L,1100-1159,GARCIA - LOPEZ MARGARITA CARMINA,12EMA4/206
23101,FCCA 006,Algebra Lineal con Aplic.,OO6,A,1000-1159,GARCIA - LOPEZ MARGARITA CARMINA,12EMA4/206
23101,FCCA 006,Algebra Lineal con Aplic.,OO6,J,1000-1159,GARCIA - LOPEZ MARGARITA CARMINA,12EMA8/301
23528,FCCA 006,Algebra Lineal con Aplic.,O12,L,1200-1259,REYES - GARCES LUZ DEL CARMEN,12EMA4/208
23528,FCCA 006,Algebra Lineal con Aplic.,O12,M,1200-1359,REYES - GARCES LUZ DEL CARMEN,12EMA4/208
23528,FCCA 006,Algebra Lineal con Aplic.,O12,V,1200-1359,REYES - GARCES LUZ DEL CARMEN,12EMA5/107
23177,FCCA 008,Estructuras de Datos y sus Apl,O13,L,1200-1259,RUIZ - DIAZ MARIA ANTONIA,12EMA3/201
23177,FCCA 008,Estructuras de Datos y sus Apl,O13,M,1200-1359,RUIZ - DIAZ MARIA ANTONIA,12EMA3/201
23177,FCCA 008,Estructuras de Datos y sus Apl,O13,V,1200-1359,RUIZ - DIAZ MARIA ANTONIA,12EMA3/201
23413,FCCA 008,Estructuras de Datos y sus Apl,OO1,L,0900-0959,TORRES - ACUITLAPA OMAR,12EMA3/203
23413,FCCA 008,Estructuras de Datos y sus Apl,OO1,A,0800-0959,TORRES - ACUITLAPA OMAR,12EMA3/203
23413,FCCA 008,Estructuras de Datos y sus Apl,OO1,J,0800-0959,TORRES - ACUITLAPA OMAR,12EMA8/203
23440,FCCA 008,Estructuras de Datos y sus Apl,OO2,L,1000-1059,GALICIA - HERNANDEZ YALU,12EMA8/206
23440,FCCA 008,Estructuras de Datos y sus Apl,OO2,M,1000-1159,GALICIA - HERNANDEZ YALU,12EMA8/206
23440,FCCA 008,Estructuras de Datos y sus Apl,OO2,V,1000-1159,GALICIA - HERNANDEZ YALU,12EMA8/205
23464,FCCA 008,Estructuras de Datos y sus Apl,OO3,L,1400-1459,GARCIA - ALONSO MARCELA,12EMA8/205
23464,FCCA 008,Estructuras de Datos y sus Apl,OO3,M,1400-1559,GARCIA - ALONSO MARCELA,12EMA8/205
23464,FCCA 008,Estructuras de Datos y sus Apl,OO3,V,1400-1559,GARCIA - ALONSO MARCELA,12EMA8/206
23479,FCCA 008,Estructuras de Datos y sus Apl,OO5,L,1500-1559,GARCIA - ALONSO MARCELA,12EMA8/301
23479,FCCA 008,Estructuras de Datos y sus Apl,OO5,A,1400-1559,GARCIA - ALONSO MARCELA,12EMA8/301
23479,FCCA 008,Estructuras de Datos y sus Apl,OO5,J,1400-1559,GARCIA - ALONSO MARCELA,12EMA4/206
23496,FCCA 008,Estructuras de Datos y sus Apl,OO6,L,1200-1259,GALICIA - HERNANDEZ YALU,12EMA8/302
23496,FCCA 008,Estructuras de Datos y sus Apl,OO6,M,1200-1359,GALICIA - HERNANDEZ YALU,12EMA8/302
23496,FCCA 008,Estructuras de Datos y sus Apl,OO6,V,1200-1359,GALICIA - HERNANDEZ YALU,12EMA4/207
23521,FCCA 008,Estructuras de Datos y sus Apl,OO8,L,1200-1259,REGINO - MEDINA LUIS FILIBERTO,12EMA8/306
23521,FCCA 008,Estructuras de Datos y sus Apl,OO8,M,1200-1359,REGINO - MEDINA LUIS FILIBERTO,12EMA5/106
23521,FCCA 008,Estructuras de Datos y sus Apl,OO8,S,1200-1359,REGINO - MEDINA LUIS FILIBERTO,12EMA4/207
23592,FCCA 008,Estructuras de Datos y sus Apl,OO7,L,1100-1159,OSUNA - GONZALEZ REYNOLD,12EMA4/207
23592,FCCA 008,Estructuras de Datos y sus Apl,OO7,A,1000-1159,OSUNA - GONZALEZ REYNOLD,12EMA4/207
23592,FCCA 008,Estructuras de Datos y sus Apl,OO7,J,1000-1159,OSUNA - GONZALEZ REYNOLD,12EMA8/302
23598,FCCA 008,Estructuras de Datos y sus Apl,O11,L,0800-0859,ROMAN - FLORES ALBERTO,12EMA5/108
23598,FCCA 008,Estructuras de Datos y sus Apl,O11,M,0800-0959,ROMAN - FLORES ALBERTO,12EMA5/108
23598,FCCA 008,Estructuras de Datos y sus Apl,O11,V,0800-0959,ROMAN - FLORES ALBERTO,12EMA8/202
22114,FCCA 009,Bases de Datos,OO2,L,0900-0959,BARRIOS - GONZALEZ ERICK,12EMA3/201
22114,FCCA 009,Bases de Datos,OO2,A,0800-0959,BARRIOS - GONZALEZ ERICK,12EMA8/306
22114,FCCA 009,Bases de Datos,OO2,J,0800-0959,BARRIOS - GONZALEZ ERICK,12EMA3/201
22144,FCCA 009,Bases de Datos,OO3,L,1100-1159,OLIVOS - CONTRERAS MARIA ERIKA,12EMA3/201
22144,FCCA 009,Bases de Datos,OO3,A,1000-1159,OLIVOS - CONTRERAS MARIA ERIKA,12EMA3/201
22144,FCCA 009,Bases de Datos,OO3,J,1000-1159,OLIVOS - CONTRERAS MARIA ERIKA,12EMA4/201
23281,FCCA 009,Bases de Datos,OO1,L,1400-1459,PEREZ - PEREZ FABRICIO OTONIEL,12EMA4/207
23281,FCCA 009,Bases de Datos,OO1,M,1400-1559,PEREZ - PEREZ FABRICIO OTONIEL,12EM10/214
23281,FCCA 009,Bases de Datos,OO1,V,1400-1559,PEREZ - PEREZ FABRICIO OTONIEL,12EM10/214
25300,FCCA 009,Bases de Datos,OO4,L,1000-1059,ROMERO - SIERRA JAIME ALEJANDRO,12EMA8/301
25300,FCCA 009,Bases de Datos,OO4,M,1000-1159,ROMERO - SIERRA JAIME ALEJANDRO,12EMA8/301
25300,FCCA 009,Bases de Datos,OO4,V,1000-1159,ROMERO - SIERRA JAIME ALEJANDRO,12EMA4/206
25315,FCCA 009,Bases de Datos,OO5,L,1400-1459,CONDE - RAMIREZ JUAN CARLOS,12EMA8/206
25315,FCCA 009,Bases de Datos,OO5,M,1400-1559,CONDE - RAMIREZ JUAN CARLOS,12EMA8/206
25315,FCCA 009,Bases de Datos,OO5,V,1400-1559,CONDE - RAMIREZ JUAN CARLOS,12EMA8/205
23615,FCCA 011,Ingenieria de Software I,OO4,L,1000-1059,SILVA - SANCHEZ PATRICIA,12EMA4/201
23615,FCCA 011,Ingenieria de Software I,OO4,M,1000-1159,SILVA - SANCHEZ PATRICIA,12EMA4/201
23615,FCCA 011,Ingenieria de Software I,OO4,V,1000-1159,SILVA - SANCHEZ PATRICIA,12EMA4/207
23625,FCCA 011,Ingenieria de Software I,OO1,L,1300-1359,MENDEZ - SANCHEZ LUIS YAEL,12EMA5/106
23625,FCCA 011,Ingenieria de Software I,OO1,A,1200-1359,MENDEZ - SANCHEZ LUIS YAEL,12EMA5/106
23625,FCCA 011,Ingenieria de Software I,OO1,J,1200-1359,MENDEZ - SANCHEZ LUIS YAEL,12EMA8/306
26553,FCCA 011,Ingenieria de Software I,OO2,L,1200-1259,MENDOZA - OLGUIN GUSTAVO EMILIO,12EMA4/301
26553,FCCA 011,Ingenieria de Software I,OO2,M,1200-1359,MENDOZA - OLGUIN GUSTAVO EMILIO,12EMA4/301
26553,FCCA 011,Ingenieria de Software I,OO2,V,1200-1359,MENDOZA - OLGUIN GUSTAVO EMILIO,12EM11/104
26563,FCCA 011,Ingenieria de Software I,OO5,L,1300-1359,OSUNA - GONZALEZ REYNOLD,12EM11/104
26563,FCCA 011,Ingenieria de Software I,OO5,A,1200-1359,OSUNA - GONZALEZ REYNOLD,12EM11/102
26563,FCCA 011,Ingenieria de Software I,OO5,J,1200-1359,OSUNA - GONZALEZ REYNOLD,12EM11/102
26616,FCCA 011,Ingenieria de Software I,OO6,L,1200-1259,MENDEZ - SANCHEZ LUIS YAEL,12EMA5/105
26616,FCCA 011,Ingenieria de Software I,OO6,M,1200-1359,MENDEZ - SANCHEZ LUIS YAEL,12EMA5/105
26616,FCCA 011,Ingenieria de Software I,OO6,V,1200-1359,MENDEZ - SANCHEZ LUIS YAEL,12EMA5/105
26620,FCCA 011,Ingenieria de Software I,OO7,L,1200-1259,OSUNA - GONZALEZ REYNOLD,12EMA4/207
26620,FCCA 011,Ingenieria de Software I,OO7,M,1200-1359,OSUNA - GONZALEZ REYNOLD,12EMA4/207
26620,FCCA 011,Ingenieria de Software I,OO7,V,1200-1359,OSUNA - GONZALEZ REYNOLD,12EMA4/207
23322,FCCA 012,Sistemas Operativos I,OO1,L,1300-1359,ACOSTA - RUIZ SAMANTHA,12EM11/101
23322,FCCA 012,Sistemas Operativos I,OO1,A,1200-1359,ACOSTA - RUIZ SAMANTHA,12EMA4/306
23322,FCCA 012,Sistemas Operativos I,OO1,J,1200-1359,ACOSTA - RUIZ SAMANTHA,12EM11/101
24995,FCCA 012,Sistemas Operativos I,OO2,L,1100-1159,PEREZ - PEREZ FABRICIO OTONIEL,12EMA5/105
24995,FCCA 012,Sistemas Operativos I,OO2,A,1000-1159,PEREZ - PEREZ FABRICIO OTONIEL,12EMA4/207
24995,FCCA 012,Sistemas Operativos I,OO2,J,1000-1159,PEREZ - PEREZ FABRICIO OTONIEL,12EMA4/207
25053,FCCA 012,Sistemas Operativos I,OO3,L,1500-1559,CUAYAHUITL - ROMERO LAURA,12EMA3/201
25053,FCCA 012,Sistemas Operativos I,OO3,A,1400-1559,CUAYAHUITL - ROMERO LAURA,12EMA3/201
25053,FCCA 012,Sistemas Operativos I,OO3,J,1400-1559,CUAYAHUITL - ROMERO LAURA,12EM11/102
25520,FCCA 012,Sistemas Operativos I,OO4,L,1300-1359,PEREZ - PEREZ FABRICIO OTONIEL,12EMA5/105
25520,FCCA 012,Sistemas Operativos I,OO4,A,1200-1359,PEREZ - PEREZ FABRICIO OTONIEL,12EMA4/207
25520,FCCA 012,Sistemas Operativos I,OO4,J,1200-1359,PEREZ - PEREZ FABRICIO OTONIEL,12EMA4/207
25534,FCCA 012,Sistemas Operativos I,OO5,L,1700-1759,ORATO - RAMIREZ JOSE MARTIN,12EMA5/105
25534,FCCA 012,Sistemas Operativos I,OO5,A,1600-1759,ORATO - RAMIREZ JOSE MARTIN,12EMA4/207
25534,FCCA 012,Sistemas Operativos I,OO5,J,1600-1759,ORATO - RAMIREZ JOSE MARTIN,12EMA4/207
22795,FCCA 015,Probabilidad y Estadistica,OO8,L,1600-1659,PORTILLO - RAMIREZ GUSTAVO,12EMA5/105
22795,FCCA 015,Probabilidad y Estadistica,OO8,M,1600-1759,PORTILLO - RAMIREZ GUSTAVO,12EMA5/105
22795,FCCA 015,Probabilidad y Estadistica,OO8,V,1600-1759,PORTILLO - RAMIREZ GUSTAVO,12EMA3/203
23617,FCCA 015,Probabilidad y Estadistica,OO5,L,0900-0959,MENDOZA - ROJAS ANGEL OMAR,12EMA5/105
23617,FCCA 015,Probabilidad y Estadistica,OO5,A,0800-0959,MENDOZA - ROJAS ANGEL OMAR,12EMA4/207
23617,FCCA 015,Probabilidad y Estadistica,OO5,J,0800-0959,MENDOZA - ROJAS ANGEL OMAR,12EMA4/207
23620,FCCA 015,Probabilidad y Estadistica,OO4,L,1300-1359,GONZALEZ - FLORES MARCOS,12EMA4/206
23620,FCCA 015,Probabilidad y Estadistica,OO4,A,1200-1359,GONZALEZ - FLORES MARCOS,12EMA8/301
23620,FCCA 015,Probabilidad y Estadistica,OO4,J,1200-1359,GONZALEZ - FLORES MARCOS,12EMA4/206
23634,FCCA 015,Probabilidad y Estadistica,OO3,L,1100-1159,LEYVA - BONILLA JUAN FRANCISCO,12EMA3/204
23634,FCCA 015,Probabilidad y Estadistica,OO3,A,1000-1159,LEYVA - BONILLA JUAN FRANCISCO,12EMA3/204
23634,FCCA 015,Probabilidad y Estadistica,OO3,J,1000-1159,LEYVA - BONILLA JUAN FRANCISCO,12EMA5/107
23649,FCCA 015,Probabilidad y Estadistica,OO1,L,0900-0959,GARCIA - LOPEZ MARGARITA CARMINA,12EMA8/206
23649,FCCA 015,Probabilidad y Estadistica,OO1,A,0800-0959,GARCIA - LOPEZ MARGARITA CARMINA,12EMA8/206
23649,FCCA 015,Probabilidad y Estadistica,OO1,J,0800-0959,GARCIA - LOPEZ MARGARITA CARMINA,12EMA8/205
25033,FCCA 015,Probabilidad y Estadistica,OO9,L,0900-0959,PORTILLO - RAMIREZ GUSTAVO,12EMA5/105
25033,FCCA 015,Probabilidad y Estadistica,OO9,A,0800-0959,PORTILLO - RAMIREZ GUSTAVO,12EMA4/207
25033,FCCA 015,Probabilidad y Estadistica,OO9,J,0800-0959,PORTILLO - RAMIREZ GUSTAVO,12EMA4/207
21843,FCCA 018,Calculo Diferencial con Aplic.,OO1,L,1100-1159,BONFIL - BARRAGAN ERIKA,12EMA4/306
21843,FCCA 018,Calculo Diferencial con Aplic.,OO1,A,1000-1159,BONFIL - BARRAGAN ERIKA,12EMA4/306
21843,FCCA 018,Calculo Diferencial con Aplic.,OO1,J,1000-1159,BONFIL - BARRAGAN ERIKA,12EMA8/202
21867,FCCA 018,Calculo Diferencial con Aplic.,OO2,L,1400-1459,VALENCIA - SEGURA LUIS ERNESTO,12EMA8/203
21867,FCCA 018,Calculo Diferencial con Aplic.,OO2,M,1400-1559,VALENCIA - SEGURA LUIS ERNESTO,12EMA8/203
21867,FCCA 018,Calculo Diferencial con Aplic.,OO2,V,1400-1559,VALENCIA - SEGURA LUIS ERNESTO,12EMA3/203
21891,FCCA 018,Calculo Diferencial con Aplic.,OO3,L,1500-1559,CARBALLIDO - CARRANZA JOSE LUIS,12EMA4/201
21891,FCCA 018,Calculo Diferencial con Aplic.,OO3,A,1400-1559,CARBALLIDO - CARRANZA JOSE LUIS,12EMA4/201
21891,FCCA 018,Calculo Diferencial con Aplic.,OO3,J,1400-1559,CARBALLIDO - CARRANZA JOSE LUIS,12EMA4/201
21910,FCCA 018,Calculo Diferencial con Aplic.,OO4,L,1000-1059,ROJAS - PEREZ ISRRAEL,12EMA3/203
21910,FCCA 018,Calculo Diferencial con Aplic.,OO4,M,1000-1159,ROJAS - PEREZ ISRRAEL,12EMA4/201
21910,FCCA 018,Calculo Diferencial con Aplic.,OO4,V,1000-1159,ROJAS - PEREZ ISRRAEL,12EMA4/201
21930,FCCA 018,Calculo Diferencial con Aplic.,OO8,L,0900-0959,BONFIL - BARRAGAN ERIKA,12EMA5/105
21930,FCCA 018,Calculo Diferencial con Aplic.,OO8,A,0800-0959,BONFIL - BARRAGAN ERIKA,12EMA5/105
21930,FCCA 018,Calculo Diferencial con Aplic.,OO8,J,0800-0959,BONFIL - BARRAGAN ERIKA,12EMA3/205
